date,PC-1(cum_var=0.863),PC-2(cum_var=0.915),PC-3(cum_var=0.947),PC-4(cum_var=0.968),PC-5(cum_var=0.981),PC-6(cum_var=0.988),PC-7(cum_var=0.991)
2017-09-01,-2.7982969010429977,-1.9367479175371964,-1.4281865699317156,1.0134556530299474,-0.15016255957205893,-0.3605568522888006,-0.3616252583435329
2017-10-01,-2.6468298450716703,-1.8218029523531714,-1.3866799787213906,0.9861661798466449,-0.26682111518718027,-0.32075199605990234,-0.30889320933120584
2017-11-01,-2.612836042157705,-1.7801650698511522,-1.4015624554960957,0.7562109277870194,-0.3520011962807935,-0.2963934124241489,-0.39634957450729263
2017-12-01,-2.2977481067130148,-2.014206433288834,-1.4919033243369355,0.7230880026189859,-0.3750039287122108,-0.38183752501792084,-0.1881305775017203
2018-01-01,-2.0325993220033802,-1.2531824043409674,-1.8605993860674495,0.7375613814939372,-0.5557649974421341,-0.26137658156344773,-0.8264410925417451
2018-02-01,-1.7893520208857043,-1.086329890931967,-1.8760155506393892,0.6586900068538546,-0.7214468165006164,-0.2768257683066532,-0.5783584478105114
2018-03-01,-1.8125900759826281,-0.7424092558395649,-1.9368178211722873,0.6295188732700899,-0.6701514972467435,-0.029869783784019836,-0.6911693556310752
2018-04-01,-0.8755175340284794,-0.7835734432156951,-1.8415152299619002,0.48003911169159996,-0.08094356384901258,0.4186540683754575,0.46723417047044613
2018-05-01,-0.6216150677196205,-0.9490809870892907,-1.9878682640717373,0.4248385259267782,0.03200709810794533,0.4860719597525835,0.4395688220439483
2018-06-01,-0.35191138232456576,-0.9682268978040723,-2.164775287923788,0.23108252054500558,-0.3047176107223858,0.38103819497574504,0.4698382687356552
2018-07-01,0.05761485110374738,-1.10573537016064,-2.060943265307656,0.4745627967444147,-0.12861012327685234,0.43239042012518913,0.5857901732833678
2018-08-01,0.28380842349495217,-0.9149629401185908,-1.8785970129968086,0.3759229748988279,-0.15960602007896119,0.47515774670189836,0.4984340990347108
2018-09-01,0.38404325815916207,-0.756343442775716,-1.9159510840074376,0.2590509067801897,-0.03203520470209267,0.4460837685295741,0.4664376053521618
2018-10-01,0.5032185128608996,-0.5865268685299584,-1.9874794837157335,0.30415383867047086,0.1534699813368489,0.4639895363470742,0.43034401203696604
2018-11-01,0.5210026844795348,-0.4397252523593536,-1.9615171932949658,0.15473586324942182,0.49156666434946944,0.5321046708014532,0.12897882269683433
2018-12-01,0.59987701255926,-0.15194671054461148,-1.8826190203469915,0.05612686535262548,0.7894641863408284,0.5574626502319822,-0.10469585912060736
2019-01-01,0.9543826033628011,0.4408606568113602,-2.117192523173606,-0.5260746238981969,0.6839259684793514,0.18160015451061062,-0.8274500425660136
2019-02-01,1.0505793137850175,0.5238718759045817,-2.283091608216013,-0.9696818595658474,0.7271231136666465,0.021162994694820438,-0.9130251459728227
2019-03-01,1.070002063517166,0.9086842149006965,-2.2403646884591293,-1.211784291366093,0.6458709485072617,0.05568145028921628,-0.9260497042062993
2019-04-01,1.9430947294407632,0.8805643623932257,-2.1084740125506887,-1.5588063414865314,1.4475031758873467,0.4161120811144819,0.1808741369296142
2019-05-01,2.056647578022607,1.0870353537532647,-2.0382350623374443,-1.9081781929895862,1.248502768482375,0.4253980343077095,0.22669946722240164
2019-06-01,2.3065647161161795,1.074074408335304,-2.1924288563923953,-1.9747265513696484,1.147256343188866,0.38390928835698535,0.3079883677202829
2019-07-01,2.6617930956483042,1.0113201654625557,-2.2575217498904463,-2.0744194579434394,0.9016269073299323,0.16868099643948675,0.45232364529431046
2019-08-01,2.982819137235921,1.1247350558012486,-1.9089632843485491,-2.2458271318095395,0.9687942912503695,0.09359743698936526,0.371057633415854
2019-09-01,3.166620007382205,1.2584913142716472,-2.001339571690065,-2.5177026154720186,0.7412012772953921,-0.11711882917963462,0.4069766219585189
2019-10-01,3.192066891329589,1.5262602601815027,-1.9524760446040492,-2.730298606067834,0.604539688243848,0.005270391739964101,0.174835849146234
2019-11-01,3.229736846590443,1.4804758665062008,-1.8574972835062156,-2.9477460219965796,0.4915661717680918,0.1365678497180165,0.07585888509044472
2019-12-01,3.428293826684837,1.3093620105498776,-1.9596836192586422,-2.935578094207046,0.029427666042461914,0.20410623279806406,0.19338429179138655
2020-01-01,4.019101955145658,1.8076795750872945,-1.9508943310521716,-3.29423421624473,-0.3796250605332019,-0.022575764423813375,-0.5065935218165403
2020-02-01,4.1056266501948695,2.05868238790974,-1.9451720865678435,-3.3222026630487265,-0.8127157900963796,-0.1333158091983704,-0.36765054879498227
2020-03-01,4.352628857982973,3.8508220284236456,-1.166449726175102,-0.9909532807254299,0.38076217324914624,-0.05175761559440997,0.04252833702291284
2020-04-01,3.804357930513287,9.853640385846456,0.7185972435684641,5.096239150112826,3.2657231266803852,1.8655002057084435,-0.47772419446564174
2020-05-01,4.207201673091702,9.275922470673219,0.6786344397460239,3.9776695790050587,2.1319981894256896,0.8948189309344398,-0.04452922408938842
2020-06-01,4.772581860024719,6.638639015611593,0.1753676604797039,1.5005966324957043,-0.09940201782806495,-0.16479319200453924,0.05062567534341288
2020-07-01,5.189508794276301,4.304786710238073,0.001911393004598388,-0.1549573066848844,-1.5988256593005692,-0.646007777671859,-0.018813998890585392
2020-08-01,5.999370643680335,3.5579497030660883,0.5134614660213054,-0.6986688797938421,-2.3967818302714696,-0.9466169302704395,-0.17953953877704354
2020-09-01,6.448017337894995,2.9932480461065727,0.6237743960600111,-0.7655257202150793,-2.430825535874525,-1.2653739753989592,-0.0693207134052599
2020-10-01,6.790447464468959,2.774721468323958,0.7569229317863427,-0.7308915055362797,-2.2960014590847786,-1.3530321316716534,-0.12632054637405535
2020-11-01,7.248769158713338,2.8803956476887156,1.0193222182911197,-0.19502263373759635,-2.6037349745739538,-1.5460361055465852,0.20344289857961734
2020-12-01,7.6889159374900045,2.437111301555096,1.1489102718079829,-0.01995581099102043,-2.477129793461944,-1.22411227782148,0.1419594127962087
2021-01-01,7.913187647540911,2.6142013096220413,1.560644499337759,0.8505314069221993,-2.202015140346046,-0.708249353255115,0.10972433920953682
2021-02-01,8.161346227949773,1.8877376279622167,1.6463613565464779,0.6518306576156974,-2.1762005767322976,-0.17403187126797962,-0.17490486256258597
2021-03-01,8.711671139273053,0.6313961394407187,1.7113671643171808,0.5556268654441533,-2.3848665289904654,0.23164658866944607,-0.32479469163358105
2021-04-01,9.737385833520468,-0.35276037345661027,1.584529135468414,-0.758470879806627,-1.022239612675921,1.6019382569221303,0.7500700741236761
2021-05-01,9.98781790210564,-0.9080701262818045,1.6016954925232179,-1.0048273470447724,-0.9114629749959002,2.0635444558003786,0.33804625301692703
