date,gdp,gdp_trend,agriculture_gdp,construction_gdp,production_gdp,services_gdp,production,cpih_inflation,cpih_inflation_trend,house_price_index,house_price_index_trend,household_spending,household_spending_trend,household_income,household_income_trend,unemployment,unemployment_trend,cci,cci_trend,bci,bci_trend,cli,cli_trend,undergraduate_students,postgraduate_students,total_students,total_students_trend,hpi_east,hpi_east_trend,hpi_east_midlands,hpi_east_midlands_trend,hpi_england,hpi_england_trend,hpi_london,hpi_london_trend,hpi_north_east,hpi_north_east_trend,hpi_north_west,hpi_north_west_trend,hpi_south_east,hpi_south_east_trend,hpi_south_west,hpi_south_west_trend,hpi_west_midlands,hpi_west_midlands_trend,hpi_yorkshire_and_the_humber,hpi_yorkshire_and_the_humber_trend,avg_house_price_east,avg_house_price_east_trend,avg_house_price_east_midlands,avg_house_price_east_midlands_trend,avg_house_price_england,avg_house_price_england_trend,avg_house_price_london,avg_house_price_london_trend,avg_house_price_north_east,avg_house_price_north_east_trend,avg_house_price_north_west,avg_house_price_north_west_trend,avg_house_price_south_east,avg_house_price_south_east_trend,avg_house_price_south_west,avg_house_price_south_west_trend,avg_house_price_west_midlands,avg_house_price_west_midlands_trend,avg_house_price_yorkshire_and_the_humber,avg_house_price_yorkshire_and_the_humber_trend,median_income_east,median_income_east_trend,median_income_east_midlands,median_income_east_midlands_trend,median_income_england,median_income_england_trend,median_income_london,median_income_london_trend,median_income_north_east,median_income_north_east_trend,median_income_north_west,median_income_north_west_trend,median_income_south_east,median_income_south_east_trend,median_income_south_west,median_income_south_west_trend,median_income_west_midlands,median_income_west_midlands_trend,median_income_yorkshire_and_the_humber,median_income_yorkshire_and_the_humber_trend,median_salary_all,median_salary_all_trend,median_salary_16-17,median_salary_16-17_trend,median_salary_18-21,median_salary_18-21_trend,median_salary_22-29,median_salary_22-29_trend,median_salary_30-39,median_salary_30-39_trend,median_salary_40-49,median_salary_40-49_trend,median_salary_50-59,median_salary_50-59_trend,median_salary_60+,median_salary_60+_trend,starts_rounded,start_year,is_september,lag
2015-06-01,92.2139,92.57245134284108,101.0541,99.2244,95.5473,91.0634,0.1,0.3,1.024041675359988,196802.4578,197805.22900089872,318479.0,319921.7582071363,192133.0,192831.59631253532,5.5,5.5429464121089,102.4041,101.7439302022386,101.162,101.7244791082198,101.2048,101.17699596142415,1777645.0,538195.0,2315840.0,2317246.0601910558,103.5,105.34634783626367,103.4,103.74827743369696,103.22,103.74439220627865,104.1,105.3178018036646,104.6,103.32261934215089,102.3,102.92293653422752,103.9,104.6455533754341,102.2,102.78284934553425,103.6,103.83674730565092,104.2,104.06467969641604,236143.0,240472.325769898,158960.0,159425.6356816648,196802.0,197804.24318292364,419474.0,424245.2041148677,122584.0,121039.27661252405,139138.0,140014.7930374623,275224.0,277143.4745031082,217582.0,218795.00447910384,164404.0,164764.8093689054,141872.0,141698.73307585833,27892.0,27698.99633854238,25474.0,25343.56658962525,28496.0,28302.41530989221,36170.0,35971.10981863747,25561.0,25496.19665189293,26220.0,26044.17009047613,29700.0,29457.1488544312,26372.0,26325.808732661037,26352.0,26083.58490721046,25946.0,25674.46630051109,27615.0,27645.129135870862,,,14386.0,14298.811621157882,21944.0,22049.417888632302,29158.0,29262.115214423116,31172.0,31117.34905418723,29454.0,29560.159576297126,25519.0,25651.8925221005,38800.0,2015,0,23386.7
2015-07-01,92.6526,92.75968932023758,99.0723,99.3702,95.3059,91.6686,-0.5,0.5,1.0194738027414638,200141.5615,198859.4516060197,323512.0,320849.2771474464,194881.0,193418.1528255857,5.4,5.476762838663108,102.4945,101.77999787234708,101.1765,101.72717365703689,101.0847,101.14432552947332,1777645.0,538195.0,2315840.0,2318504.370820394,105.9,106.1824361162594,104.9,104.28481747876867,104.97,104.29702206470984,107.2,106.15081286543888,104.7,103.52418075629274,104.0,103.3183922074177,105.7,105.38601394779018,103.4,103.30544751845642,104.6,104.3284572477551,106.3,104.45285261315382,241817.0,242380.95584589223,161180.0,160249.64794037014,200142.0,198857.89437942905,431644.0,427600.5399737942,122669.0,121275.55009801454,141510.0,140553.12245367473,279875.0,279104.9145593652,220044.0,219908.1009185827,166016.0,165544.776297098,144733.0,142227.73623250856,27892.0,27747.366671540934,25474.0,25376.53873104432,28496.0,28350.10556729116,36170.0,36034.60791324511,25561.0,25525.810693133204,26220.0,26086.482125342205,29700.0,29505.27966187792,26372.0,26372.322335997284,26352.0,26133.159162229626,25946.0,25715.09998517357,27615.0,27684.04611262353,,,14386.0,14333.148738894555,21944.0,22096.08819039223,29158.0,29287.850976699134,31172.0,31166.562415513647,29454.0,29611.78310908519,25519.0,25685.80714978141,43800.0,2015,0,26527.8
2015-08-01,92.5197,92.9466060953141,97.6526,97.5781,95.8474,91.5372,0.5,0.4,1.0199891411365805,201973.3647,199909.3479917924,323512.0,321773.0550578932,194881.0,194005.55308956336,5.3,5.412196415819539,102.4728,101.80848865610687,101.0891,101.73099767934062,100.9269,101.1095536485685,1801570.0,531255.0,2332825.0,2319921.1839532168,107.1,107.01834815159243,106.2,104.8241698913168,105.93,104.8473444398953,108.3,106.96477050324836,105.5,103.72474080757615,104.7,103.71729683262284,107.0,106.12116044376808,104.9,103.8282428832901,105.8,104.82435018569072,106.7,104.84201169465784,244547.0,244289.10948821768,163208.0,161077.92138513626,201973.0,199907.1471658852,436152.0,430879.1828777189,123621.0,121510.6770201129,142463.0,141096.105696563,283369.0,281052.3611184141,223210.0,221021.6465376313,167862.0,166331.3742359645,145313.0,142758.05312859488,27892.0,27796.34484175299,25474.0,25411.02905455603,28496.0,28398.60611843827,36170.0,36099.93199914671,25561.0,25555.358765164816,26220.0,26129.350736094213,29700.0,29554.01114132676,26372.0,26419.84116144924,26352.0,26183.297603407023,25946.0,25756.241849138914,27615.0,27723.74660512665,,,14386.0,14367.989279444222,21944.0,22143.716241743656,29158.0,29314.719163141544,31172.0,31216.541515783843,29454.0,29663.86058421993,25519.0,25721.03018409443,37100.0,2015,0,37400.0
2015-09-01,92.6516,93.1332195230274,97.3859,97.4634,95.7167,91.7383,-0.6,0.2,1.025555952925115,202388.7291,200953.21225748328,323512.0,322691.7667639013,194881.0,194593.7713689165,5.2,5.3492639498382015,102.3945,101.82957179435924,100.8827,101.73627826297972,100.7466,101.07300636526284,1801570.0,531255.0,2332825.0,2321487.47469862,108.3,107.85225842591784,105.5,105.36570071178608,106.15,105.39446264301054,109.2,107.75796447538322,105.3,103.9238149047155,105.0,104.11915321557674,107.4,106.84931298197483,105.4,104.35029490812975,105.6,105.32385227714894,106.2,105.23153531450173,247282.0,246192.6095356332,162174.0,161909.48404131847,202389.0,200950.2912403324,439729.0,434074.2423801791,123304.0,121744.08879132608,142769.0,141643.06270038517,284374.0,282981.36168909515,224435.0,222133.6355587832,167590.0,167123.69307899082,144635.0,143288.83126541076,27892.0,27845.9456183476,25474.0,25447.07325628776,28496.0,28447.909293919623,36170.0,36167.01844967432,25561.0,25584.92227856831,26220.0,26172.785263035552,29700.0,29603.344102508432,26372.0,26468.393428975403,26352.0,26233.996769056543,25946.0,25797.871343100105,27615.0,27764.255189375443,,,14386.0,14403.341401298532,21944.0,22192.297175939755,29158.0,29342.762065361247,31172.0,31267.325642699016,29454.0,29716.35791500573,25519.0,25757.599492693946,80100.0,2015,1,78200.0
2015-10-01,93.0295,93.31951781207768,97.9744,99.1811,96.4734,91.9634,0.2,0.2,1.0360994456853776,202664.3387,201989.4818368524,320544.0,323604.2078509608,195738.0,195182.8427230178,5.1,5.28797445556134,102.3784,101.84346266067762,100.6036,101.74329791957504,100.5669,101.03499704182845,1801570.0,531255.0,2332825.0,2323195.114264037,108.8,108.68234709315784,106.6,105.90887152437888,106.29,105.93755516964508,109.3,108.52877726440413,103.7,104.1210417383135,104.4,104.5235324052887,108.2,107.56885271154222,105.3,104.87073748864748,105.6,105.82645743328024,106.0,105.62093087322478,248467.0,248087.29673596105,163771.0,162743.51185639808,202664.0,201985.7597628134,440484.0,437179.19420256745,121512.0,121975.36337436804,142082.0,142193.40832261494,286452.0,284887.62465794856,224226.0,223242.21417356195,167550.0,167920.92901311876,144325.0,143819.39557111578,27892.0,27896.19041321313,25474.0,25484.7114053492,28496.0,28498.01418778529,36170.0,36235.80850399335,25561.0,25614.58303567663,26220.0,26216.801341557373,29700.0,29653.28949326885,26372.0,26518.00403623137,26352.0,26285.26491293628,25946.0,25839.981095399475,27615.0,27805.58888951757,,,14386.0,14439.214513693618,21944.0,22241.81225705024,29158.0,29372.011091693887,31172.0,31318.95099079951,29454.0,29769.22644109529,25519.0,25795.538913360426,47900.0,2015,0,48000.0
2015-11-01,92.8692,93.50545572536493,97.1829,97.8732,95.2433,92.0754,-1.1,0.4,1.0514874967211698,204223.2345,203016.6938523295,320544.0,324509.23086520337,195738.0,195772.8221576725,5.1,5.228326582279129,102.4322,101.85041585976084,100.3536,101.7522798844792,100.3946,100.99581637342858,1801570.0,531255.0,2332825.0,2325036.761185048,110.3,109.5068254003995,107.0,106.453153239637,107.11,106.47585298326038,110.6,109.2756914942276,105.0,104.31615556738232,105.0,104.93006662068362,108.9,108.27819902375604,106.4,105.3887774167022,106.4,106.33167874216024,106.5,106.00977302585837,251803.0,249969.0874891392,164460.0,163579.19914702026,204223.0,203012.0858037013,445485.0,440187.9067577781,123032.0,122204.18705912009,142829.0,142746.6356108162,288509.0,286766.95512250846,226490.0,224345.68839046668,168871.0,168722.3106077151,145036.0,144349.1644578094,27892.0,27947.10383645889,25474.0,25523.9854407628,28496.0,28548.923233717705,36170.0,36306.24360832131,25561.0,25644.421177553377,26220.0,26261.417885851995,29700.0,29703.864973669013,26372.0,26568.691186884607,26352.0,26337.11848347309,25946.0,25882.574021091623,27615.0,27847.75436475696,,,14386.0,14475.616821601634,21944.0,22292.225506285395,29158.0,29402.484819776146,31172.0,31371.44713478939,29454.0,29822.39928284165,25519.0,25834.855714465124,43700.0,2015,0,41200.0
2015-12-01,93.2685,93.69096788566318,94.7931,100.4259,94.7526,92.4957,0.1,0.5,1.0715299208747864,204920.2481,204033.4322914041,320544.0,325405.4758383264,195738.0,196363.80323127465,5.1,5.170305925500106,102.6203,101.85072314473403,100.2419,101.76336824735591,100.2345,100.9557225484876,1801570.0,531255.0,2332825.0,2327005.742739297,110.8,110.3239127650707,107.4,106.99806476313525,107.48,107.00861152265335,111.7,109.99724334590462,105.5,104.50886141192446,105.0,105.33837950204708,110.0,108.97581513957488,106.6,105.90365129404952,106.7,106.83901356565404,106.9,106.39766275167864,252915.0,251833.92456338764,165081.0,164415.81158317343,204920.0,204027.8495333857,450053.0,443094.4779591077,123597.0,122430.21395745131,142866.0,143302.2298758637,291298.0,288615.2668174854,226855.0,225442.43253645636,169286.0,169527.04067318735,145531.0,144877.59144900972,27892.0,27998.710207193264,25474.0,25564.93655770341,28496.0,28600.63872552514,36170.0,36378.26063884072,25561.0,25674.513124218018,26220.0,26306.654032240825,29700.0,29755.0914475551,26372.0,26620.462945433384,26352.0,26389.578563474926,25946.0,25925.66039765512,27615.0,27890.74503895801,,,14386.0,14512.552834542394,21944.0,22343.48026344874,29158.0,29434.18696536333,31172.0,31424.833444442804,29454.0,29875.78766987278,25519.0,25875.537960288104,25000.0,2015,0,25200.0
2016-01-01,93.2419,93.8759447313212,91.678,99.0668,95.2616,92.4973,2.7,0.6,1.0959912908012504,205464.2926,205038.3649291109,328618.0,326291.30743877275,197742.0,196955.8770840126,5.1,5.113889169164593,102.631,101.8447166703988,100.2525,101.77660996732143,100.0779,100.9149320042928,1801570.0,531255.0,2332825.0,2329095.927054347,111.8,111.13188368616866,107.3,107.5431629759178,107.76,107.53513026460814,113.6,110.69206096635456,103.4,104.69891178113916,105.2,105.74809954614936,110.9,109.6602074605806,106.4,106.41466594623547,107.0,107.34796401015836,106.2,106.78423507350172,255235.0,253677.87808196183,164946.0,165252.67600157188,205464.0,205031.71521351972,457466.0,445893.3735735501,121096.0,122653.1556682407,143139.0,143859.6821483815,293678.0,290428.5944529284,226547.0,226530.96984901823,169747.0,170334.33234559523,144594.0,145404.1777651474,27892.0,28051.03001786936,25474.0,25607.60248013473,28496.0,28653.15928179132,36170.0,36451.78701037242,25561.0,25704.929502552688,26220.0,26352.52604080317,29700.0,29806.989550372367,26372.0,26673.3137172658,26352.0,26442.667269188365,25946.0,25969.254907150367,28195.0,27934.53817248756,,,14743.0,14550.020838645329,22812.0,22395.49568601699,29698.0,29467.104266098268,31773.0,31479.115439038425,30352.0,29929.27724853312,25997.0,25917.551780684807,39000.0,2016,0,39900.0
2016-02-01,93.5345,94.06024736264008,89.3258,97.984,94.7724,93.0451,0.4,0.6,1.1245964895777458,205555.4075,206030.2211249155,328618.0,327164.75273249653,197742.0,197549.09139751727,5.1,5.059048114856977,102.4473,101.8327820343938,100.2811,101.7919463459748,99.94815,100.87361109323214,1801570.0,531255.0,2332825.0,2331301.5863728467,111.9,111.92904572430416,107.0,108.08803267119816,107.81,108.05474142121986,113.6,111.35889074948672,103.4,104.88612801329415,105.1,106.15883175118417,111.6,110.32995351230376,106.9,106.92117655635518,106.3,107.8580225283502,106.5,107.1691598986748,255450.0,255497.09324280015,164383.0,166089.16543256992,205555.0,206022.4090606501,457759.0,448579.5425987966,121085.0,122872.80481717557,143009.0,144418.4531652521,295613.0,292203.1590398021,227523.0,227609.92166060253,168691.0,171143.3820220629,145064.0,145928.47000224702,27892.0,28104.07635050919,25474.0,25652.014616981716,28496.0,28706.476254521804,36170.0,36526.73567519288,25561.0,25735.73305658368,26220.0,26399.044153977244,29700.0,29859.57609177109,26372.0,26727.220653398726,26352.0,26496.40410723753,25946.0,26013.373644110183,28195.0,27979.091876751427,,,14743.0,14588.01033164858,22812.0,22448.16318978192,29698.0,29501.204279973437,31773.0,31534.28107997687,30352.0,29982.72437435672,25997.0,25960.83854593012,39700.0,2016,0,35500.0
2016-03-01,93.7219,94.24369284903676,88.7162,97.1224,94.8459,93.3339,-0.3,0.8,1.1570359564418182,207667.1658,207007.75981659416,328618.0,328024.00036132394,197742.0,198143.54844528864,5.0,5.0057535996360105,102.2353,101.8153594373668,100.5425,101.80921284394516,99.85937,100.8318680404712,1801570.0,531255.0,2332825.0,2333617.2519008457,113.8,112.71375283705412,107.5,108.63224175587192,108.92,108.5667928205374,115.3,111.99668102942104,104.9,105.07024124445024,104.0,106.57014305287667,113.4,110.98371691697906,109.7,107.4225372890352,106.7,108.3686574087391,105.6,107.55206656266496,259686.0,257287.82337730765,165175.0,166924.63160957725,207667.0,206998.68731110028,464647.0,451148.7376871511,122837.0,123088.84589413305,141447.0,144977.95361598686,300201.0,293935.40724223404,233607.0,228677.91041686415,169300.0,171953.34531274598,143824.0,146449.95849398826,27892.0,28157.851243383568,25474.0,25698.195099219327,28496.0,28760.57008188315,36170.0,36603.000017036175,25561.0,25766.97653523294,26220.0,26446.20941100395,29700.0,29912.86045157167,26372.0,26782.13998028536,26352.0,26550.80228790841,25946.0,26058.03108814328,28195.0,28024.382350782347,,,14743.0,14626.524212620954,22812.0,22501.403114445977,29698.0,29536.47059940727,31773.0,31590.33873730881,30352.0,30036.01475862426,25997.0,26005.345143536368,39700.0,2016,0,41500.0
2016-04-01,94.2234,94.42606174969488,88.9717,97.8131,97.3098,93.4849,2.1,0.7,1.1929637003192368,208443.2286,207969.70696875456,330747.0,328867.3398870304,200098.0,198739.3638972573,4.9,4.953979304441361,102.0224,101.79293175482437,100.8362,101.82814000197656,99.80379,100.78974680304395,1801570.0,531255.0,2332825.0,2336037.560637006,113.8,113.48435696493137,109.3,109.17528257901036,109.32,109.07061529467752,114.5,112.60453577286428,104.6,105.25087940733378,107.8,106.98152685696938,112.4,111.6202494945138,106.9,107.91810083830792,109.0,108.87922874382564,108.8,107.93253793150178,259733.0,259046.31854652488,167913.0,167758.30778229292,208443.0,207959.27374223107,461068.0,453597.3489532371,122481.0,123300.83923587782,146681.0,145537.49631140483,297712.0,295622.02251886274,227636.0,229733.5525272316,172955.0,172763.20752349292,148145.0,146968.07354141172,28456.0,28212.34200723896,25882.0,25746.15369569636,29083.0,28815.40658563535,37171.0,36680.44864632565,25904.0,25798.700553182403,26754.0,26494.010417502435,30236.0,29966.84092792148,27119.0,26838.003256277945,26837.0,26605.864993424,26309.0,26103.23704013308,28195.0,28070.40078723272,,,14743.0,14665.576143802662,22812.0,22555.161066156776,29698.0,29572.900483187663,31773.0,31647.31335878771,30352.0,30089.059756757106,25997.0,26051.020972227983,39400.0,2016,0,37800.0
2016-05-01,94.0166,94.6070983881834,90.222,97.398,95.8423,93.4989,-2.4,0.7,1.2320089359721291,210872.4183,208914.8343380866,330747.0,329693.1021213663,200098.0,199336.6255380455,4.9,4.903698510657166,101.7833,101.76601102481212,101.1043,101.84837039464324,99.78657,100.74722380339836,1801570.0,531255.0,2332825.0,2338557.094562497,115.8,114.23928548227929,109.8,109.7165688617849,110.6,109.56556420403332,116.1,113.18178834367386,106.4,105.42765861236256,108.6,107.39229808704816,113.7,112.23847086225165,108.7,108.4073780553383,110.1,109.38898074712364,109.2,108.31002131103688,264377.0,260768.99535153573,168771.0,168589.3056982208,210872.0,208902.9385420067,467485.0,455922.7038910053,124696.0,123508.32768987634,147753.0,146096.14885721286,301202.0,297260.1234389348,231318.0,230775.80669902105,174741.0,173571.769700061,148712.0,147482.0630873292,28456.0,28267.517490929924,25882.0,25795.88460615749,29083.0,28870.933214616067,37171.0,36758.92010403903,25904.0,25830.93142118793,26754.0,26542.420070104952,30236.0,30021.50103699208,27119.0,26894.71355778569,26837.0,26661.581600292877,26309.0,26148.99352102634,28195.0,28117.1502272028,,,14743.0,14705.187876030255,22812.0,22609.40422029009,29698.0,29610.50240742198,31773.0,31705.24257697692,30352.0,30141.792667596128,25997.0,26097.814851205527,36700.0,2016,0,32800.0
2016-06-01,94.1336,94.78653301433874,91.254,96.7903,94.9004,93.8433,-1.7,0.8,1.273766644572322,212886.5299,209841.94656472668,330747.0,330499.7484080342,200098.0,199935.51550200448,4.9,4.854880751104751,101.3751,101.73512522067054,101.2513,101.86947771179696,99.81544,100.7042069947597,1801570.0,531255.0,2332825.0,2341170.212563999,117.1,114.97698768309664,110.7,110.25552298629908,111.65,110.05101222738016,116.2,113.72790373516747,108.3,105.6001497699955,108.9,107.80182850511171,115.2,112.83735478687684,109.8,108.88980908984428,111.4,109.8971660190397,110.4,108.68402424754328,267333.0,262452.31807963614,170091.0,169416.74784737983,212887.0,209828.48549049252,468120.0,458122.6487896177,126898.0,123710.79717031482,148176.0,146653.0582690962,305125.0,298846.9737090217,233700.0,231803.48597617864,176729.0,174377.84620712948,150349.0,147991.25680555665,28456.0,28323.363464005,25882.0,25847.391464118547,29083.0,28927.116000538943,37171.0,36838.286997220224,25904.0,25863.702762466968,26754.0,26591.42932027588,30236.0,30076.84298655728,27119.0,26952.19347488054,26837.0,26717.957536065715,26309.0,26195.316840864267,28195.0,28164.64236451596,,,14743.0,14745.386536796972,22812.0,22664.117588258745,29698.0,29649.293535684024,31773.0,31764.172752678765,30352.0,30194.165049721327,25997.0,26145.67184821315,37000.0,2016,0,38800.0
2016-07-01,94.2428,94.96405487116478,91.9027,97.2099,94.8827,93.9477,-0.2,0.9,1.3177948622266462,215126.9772,210749.98423214187,334042.0,331285.81327808945,201531.0,200536.2687967122,5.0,4.807495301764429,100.8265,101.7008035163634,101.183,101.89098397173444,99.90438,100.66053761828373,1801570.0,531255.0,2332825.0,2343870.875466069,118.6,115.69602124433484,111.8,110.79157312848544,112.83,110.52640387931274,118.0,114.24254959425006,109.0,105.767991314399,110.5,108.2095737413472,116.7,113.41597653015282,110.7,109.36485441251222,111.5,110.40308653631752,111.1,109.05411609136962,270678.0,264093.0015740004,171782.0,170239.76933744902,215127.0,210734.85510813305,475530.0,460195.8328754668,127710.0,123907.8160686232,150341.0,147207.48662184726,309069.0,300380.110777123,235665.0,232815.44105496336,176943.0,175180.33260592632,151334.0,148495.06978219567,28456.0,28379.87878507581,25882.0,25900.683883331018,29083.0,28983.93570197772,37171.0,36918.45054957262,25904.0,25897.05327444384,26754.0,26641.043812530275,30236.0,30132.8838801522,27119.0,27010.381173081823,26837.0,26775.010410126517,26309.0,26242.234421249083,28195.0,28212.89429922977,,,14743.0,14786.20187943798,22812.0,22719.300250626948,29698.0,29689.297107769304,31773.0,31824.15495207217,30352.0,30246.14305944411,25997.0,26194.530029963676,44100.0,2016,0,43800.0
2016-08-01,94.5378,95.13930785909491,91.9381,96.2575,94.5366,94.4453,-0.7,1.0,1.3636187245805025,215144.9613,211638.0993531976,334042.0,332049.8484328369,201531.0,201139.1317133924,4.8,4.761514571897683,100.8222,101.6635500841031,101.1796,101.91236826374448,100.0757,100.6159951951959,1818565.0,558410.0,2376975.0,2346652.4645646154,118.8,116.3950912743562,112.4,111.32417833073588,112.84,110.9912947152432,117.2,114.72556524117836,107.7,105.93100916933886,110.4,108.61506568785114,117.0,113.97357542642712,111.3,109.83203770173051,112.8,110.90614863917168,111.3,109.41998535784748,271151.0,265688.0996140475,172649.0,171057.55209917336,215145.0,211621.2003122136,471957.0,462141.5996354455,126116.0,124099.17410976136,150174.0,147758.80175010097,309981.0,301857.5080652865,236832.0,233810.65433399685,178960.0,175978.2877322485,151486.0,148993.08083551415,28456.0,28437.07152362453,25882.0,25955.77388091692,29083.0,29041.383902783866,37171.0,36999.3350898692,25904.0,25931.024452962098,26754.0,26691.28048101372,30236.0,30189.65187388229,27119.0,27069.226401695312,26837.0,26832.76609869703,26309.0,26289.78157844683,28195.0,28261.925239570934,,,14743.0,14827.663491556728,22812.0,22774.96155757082,29698.0,29730.539745866667,31773.0,31885.24085433932,30352.0,30297.703813836302,25997.0,26244.31713873599,37700.0,2016,0,37100.0
2016-09-01,95.0462,95.31188579141876,91.542,96.7362,94.5584,95.0471,-0.1,1.3,1.410734353747192,214816.236,212505.74789860423,334042.0,332790.5969754369,201531.0,201744.41962182437,4.8,4.716924339147819,101.1802,101.62380838058,101.3069,101.93306051156247,100.2913,100.570306735776,1818565.0,558410.0,2376975.0,2349507.59408086,119.6,117.07310454671438,112.8,111.8528676650862,112.67,111.4454002625366,117.1,115.17705093026508,106.5,106.08925370362849,110.3,109.01799529409912,116.1,114.50961886723285,111.4,110.29097535433128,112.7,111.40583484236288,110.5,109.7814626375798,273097.0,267235.1232707537,173272.0,171869.3851626496,214816.0,212486.97903008165,471767.0,463960.357429164,124781.0,124284.92505923998,150038.0,148306.5890935879,307429.0,303277.74239064456,237148.0,234788.30609793868,178837.0,176770.89282935078,150519.0,149485.0659317118,28456.0,28494.955035328825,25882.0,26012.67217650638,29083.0,29099.459066273965,37171.0,37080.88248503923,25904.0,25965.65827627681,26754.0,26742.164104051462,30236.0,30247.18228469469,27119.0,27128.686453000864,26837.0,26891.25478283163,26309.0,26337.998265222068,28195.0,28311.753151106463,,,14743.0,14869.797960626136,22812.0,22831.117296749064,29698.0,29773.048676532468,31773.0,31947.478586235167,30352.0,30348.83178114616,25997.0,26294.947199445807,77800.0,2016,1,80100.0
2016-10-01,94.737,95.48134071004668,90.5897,95.3615,92.5274,95.1159,-1.2,1.3,1.4586126205396996,214106.8334,213352.62937115185,334804.0,333506.940352909,201388.0,202352.47510486303,4.8,4.673713053757317,101.3356,101.58196343539532,101.6019,101.9524397522387,100.4837,100.5231617298042,1818565.0,558410.0,2376975.0,2352430.9839676498,119.4,117.72913484251342,112.2,112.37724491341018,112.29,111.88856443086937,116.9,115.59727875156992,106.0,106.24289813266662,109.0,109.41817746333837,116.3,115.02378441247612,110.7,110.74138570897274,111.6,111.90175917810738,110.4,110.13850907774184,272589.0,268731.96298317745,172479.0,172674.66807518966,214107.0,213331.8938973961,471008.0,465653.1962412574,124213.0,124465.26273992311,148332.0,148850.60181413934,307992.0,304639.95470171404,235617.0,235747.7864471196,177065.0,177557.53620383996,150358.0,149970.9741563747,28456.0,28553.54399034386,25882.0,26071.384366543345,29083.0,29158.16254577138,37171.0,37163.04652318627,25904.0,26000.99484594492,26754.0,26793.72381549093,30236.0,30305.5136481564,27119.0,27188.722075778223,26837.0,26950.506937605627,26309.0,26386.925768951973,28195.0,28362.39135181733,,,14743.0,14912.62599471,22812.0,22887.78582793446,29698.0,29816.848866618508,31773.0,32010.908480010912,30352.0,30399.51520019042,25997.0,26346.317062207538,48700.0,2016,0,47900.0
2016-11-01,95.2482,95.647206206487,91.5448,95.5871,93.9994,95.4812,0.9,1.5,1.5067167058853324,215113.0566,214178.603724193,334804.0,334197.84691526025,201388.0,202963.6259245564,4.7,4.631874935111767,101.2464,101.53836947201272,102.0896,101.9698415394546,100.6349,100.47423029159292,1818565.0,558410.0,2376975.0,2355419.2616365817,119.8,118.36243142170828,113.2,112.89697963066054,112.82,112.32071617156636,116.9,115.98665433328256,106.6,106.39214419590049,110.1,109.81551612692073,116.2,115.5158600651973,111.4,111.18306411991357,113.0,112.39362555120186,111.1,110.49113572393684,273382.0,270176.91626515024,173872.0,173472.89778791362,215113.0,214155.80928738337,470854.0,467221.7481843173,124910.0,124640.41542432352,149723.0,149390.71331045497,307867.0,305943.5742287902,237150.0,236688.6493495024,179248.0,178337.74964198738,151219.0,150450.82639606588,28456.0,28612.850353614027,25882.0,26131.906973015062,29083.0,29217.49455160873,37171.0,37245.78725057466,25904.0,26037.069981698616,26754.0,26845.989571116745,30236.0,30364.68372328684,27119.0,27249.29334613678,26837.0,27010.54927040106,26309.0,26436.60336324529,28195.0,28413.84505182678,,,14743.0,14956.159496458193,22812.0,22944.98418330974,29698.0,29861.960071262944,31773.0,32075.55875134928,30352.0,30449.742529801053,25997.0,26398.302886357866,44700.0,2016,0,43700.0
2016-12-01,95.9471,95.80896418192076,94.0869,98.8333,95.9967,95.7551,2.2,1.8,1.5544987759460818,215499.8314,214983.5832863602,334804.0,334862.37508608453,201388.0,203578.13286551423,4.7,4.591412972523583,101.1613,101.49336360532403,102.3947,101.98457708385334,100.7448,100.42317979505673,1818565.0,558410.0,2376975.0,2358470.758944805,120.9,118.97235957655649,113.7,113.4117290631154,113.03,112.74181231342251,117.3,116.34567377034595,107.8,106.53717676485137,109.9,110.2098861760964,116.7,115.98572245451926,111.0,111.61580306740484,113.2,112.88111691094448,112.1,110.83937178085992,275945.0,271568.5484802963,174665.0,174263.55766388084,215500.0,214958.6434000824,472374.0,468668.0172323073,126333.0,124810.59386670818,149560.0,149926.76096721974,309185.0,307188.26298309164,236288.0,237610.4396906577,179668.0,179111.03072616132,152583.0,150924.67041414307,28456.0,28672.879316195504,25882.0,26194.22336621665,29083.0,29277.45007449742,37171.0,37329.06526579351,25904.0,26073.912767516897,26754.0,26898.988568115223,30236.0,30424.7254417688,27119.0,27310.355498375106,26837.0,27071.40060617376,26309.0,26487.06491019903,28195.0,28466.107836858635,,,14743.0,15000.398588937613,22812.0,23002.724132152925,29698.0,29908.39379221043,31773.0,32141.44109451076,30352.0,30499.498929143338,25997.0,26450.75657310416,24000.0,2016,0,25000.0
